Frequency (Hz)	TL (dB)	Intensity Reception (W/m^2)	Intensity Emission (W/m^2)	Front Mic (Pa^2)	Rear Mic (Pa^2)	cDAQ1Mod2/ai0(Pa)^2	cDAQ1Mod2/ai1(Pa)^2	cDAQ1Mod2/ai2(Pa)^2	cDAQ1Mod2/ai3(Pa)^2	MeanEmission (Pa)^2	Phase (Rad)	ReRxy	ImRxy	Coherence	Acoustic Velocity Vb (m/s)^2
100.0000000000000000	0.5961913288578656	-0.0000000033033056	0.0000000037893776	0.0000090713006880	0.0000139511426190	0.0000061099324891	0.0000063574530163	0.0000087122130955	0.0000042121062524	0.0000063479262133	0.0027345074298246	0.0000112481267965	0.0000000307581630	0.9997336561945406	0.0000000060348630
101.0000000000000000	23.4949037804252612	0.0000000000166989	0.0000000037340369	0.0000098667030099	0.0000151288232417	0.0000058020794827	0.0000058864958622	0.0000097547854905	0.0000035775188508	0.0000062552199216	-0.0000128551349973	0.0000122164379578	-0.0000000001570440	0.9997973532010525	0.0000000063340128
102.0000000000000000	9.9996790612954012	0.0000000003223028	0.0000000032227902	0.0000068512354119	0.0000105674169087	0.0000057471365108	0.0000052358348429	0.0000084523129084	0.0000021598550685	0.0000053987848326	-0.0003597999115994	0.0000085077529478	-0.0000000030610889	0.9997515002723466	0.0000000044461275
103.0000000000000000	8.0971532397221022	0.0000000003724388	0.0000000024030912	0.0000031367598653	0.0000048515884323	0.0000043180300904	0.0000036072243645	0.0000068619780950	0.0000013153018521	0.0000040256336005	-0.0009158389348755	0.0000039001793403	-0.0000000035719371	0.9995494735500797	0.0000000020249050
104.0000000000000000	6.7192500741315833	-0.0000000003365655	0.0000000015812284	0.0000011426458803	0.0000017577508686	0.0000026459224269	0.0000018972440941	0.0000052527519739	0.0000007995112218	0.0000026488574292	0.0023016899718355	0.0000014160121491	0.0000000032592267	0.9983142734308743	0.0000000007039134
105.0000000000000000	2.6352387868750338	-0.0000000009865623	0.0000000018098742	0.0000011767661410	0.0000018209563410	0.0000025219426414	0.0000023815350619	0.0000063711279546	0.0000008529245319	0.0000030318825474	0.0065939598731897	0.0000014627592580	0.0000000096455156	0.9985616827017751	0.0000000007335948
106.0000000000000000	8.7522405062662099	0.0000000002438797	0.0000000018297838	0.0000020457277466	0.0000031596145678	0.0000019736200630	0.0000028127282853	0.0000066209909008	0.0000008536001948	0.0000030652348610	-0.0009471498766376	0.0000025414079864	-0.0000000024070950	0.9992340557277437	0.0000000012379913
107.0000000000000000	4.0337696093701574	0.0000000006437638	0.0000000016296843	0.0000029979913703	0.0000046231438652	0.0000014780670940	0.0000023968106630	0.0000061256628158	0.0000009195806786	0.0000027300303128	-0.0017232568807726	0.0000037219581991	-0.0000000064138964	0.9994854716759938	0.0000000017662568
108.0000000000000000	5.1086452756874303	-0.0000000006082729	0.0000000019722548	0.0000053369931274	0.0000082383311964	0.0000015268873280	0.0000027248938834	0.0000074393973195	0.0000015244251034	0.0000033039009086	0.0009226620983415	0.0000066296575183	0.0000000061169355	0.9996469982928846	0.0000000031019718
109.0000000000000000	6.9449720106095647	-0.0000000004359157	0.0000000021572462	0.0000075175182017	0.0000115360233337	0.0000015393907630	0.0000031261991764	0.0000079560967458	0.0000018334994719	0.0000036137965393	0.0004751291062476	0.0000093117001442	0.0000000044242601	0.9998329582815527	0.0000000041608230
