Frequency (Hz)	TL (dB)	Intensity Reception (W/m^2)	Intensity Emission (W/m^2)	Front Mic (Pa^2)	Rear Mic (Pa^2)	cDAQ1Mod2/ai0(Pa)^2	cDAQ1Mod2/ai1(Pa)^2	cDAQ1Mod2/ai2(Pa)^2	cDAQ1Mod2/ai3(Pa)^2	MeanEmission (Pa)^2	Phase (Rad)	ReRxy	ImRxy	Coherence	Acoustic Velocity Vb (m/s)^2
100.0000000000000000	7.2523286751516789	-0.0000000009693998	0.0000000051491527	0.0000064272236452	0.0000093483794867	0.0000090636249090	0.0000087152959648	0.0000111186820282	0.0000056056265725	0.0000086258073686	0.0011653223852236	0.0000077458353036	0.0000000090263994	0.9985673478066704	0.0000000031478407
101.0000000000000000	3.1026811609023790	-0.0000000020175202	0.0000000041217913	0.0000062434705124	0.0000091413903577	0.0000066705621800	0.0000066511241223	0.0000103917848861	0.0000039056577999	0.0000069047822471	0.0025122856852472	0.0000075523300941	0.0000000189736507	0.9993700933778659	0.0000000031148029
102.0000000000000000	2.5377320211966472	-0.0000000017218287	0.0000000030886104	0.0000044704362251	0.0000064374033899	0.0000056859797900	0.0000049326859100	0.0000080424398678	0.0000020349275525	0.0000051740082801	0.0030500713745690	0.0000053615504441	0.0000000163531622	0.9989050413994142	0.0000000019834226
103.0000000000000000	5.1826751018621131	0.0000000006376491	0.0000000021030483	0.0000030519163510	0.0000044039735291	0.0000038791022252	0.0000031897075039	0.0000058591491408	0.0000011640599314	0.0000035230047004	-0.0016707068734010	0.0000036604116608	-0.0000000061154806	0.9968819825320727	0.0000000013450861
104.0000000000000000	8.2200747226992572	0.0000000002372668	0.0000000015748691	0.0000014657907149	0.0000021029338531	0.0000025113910734	0.0000020073428269	0.0000051718978353	0.0000008621861868	0.0000026382044806	-0.0013125568771554	0.0000017505059685	-0.0000000022976400	0.9941006580468683	0.0000000006123552
105.0000000000000000	11.5790061595535381	-0.0000000000958812	0.0000000013792214	0.0000021708921518	0.0000031083726470	0.0000019764137778	0.0000017945145724	0.0000048076351690	0.0000006632660376	0.0000023104573892	0.0003612323910976	0.0000025950611635	0.0000000009374202	0.9979847983916499	0.0000000008782195
106.0000000000000000	8.2039333559692906	0.0000000002170467	0.0000000014353125	0.0000030385021864	0.0000044058231511	0.0000015487196220	0.0000021827094303	0.0000052552571908	0.0000006309965555	0.0000024044206997	-0.0005860747948268	0.0000036552539103	-0.0000000021422524	0.9980415823360221	0.0000000013006963
107.0000000000000000	-1.0961144003753496	-0.0000000020152029	0.0000000015656956	0.0000035056050017	0.0000051169036453	0.0000013784828435	0.0000023150941931	0.0000058896839030	0.0000009080873743	0.0000026228370785	0.0047494242447001	0.0000042273670538	0.0000000200777105	0.9962756007226791	0.0000000015325446
108.0000000000000000	-7.2602541836060341	-0.0000000071269595	0.0000000013393031	0.0000082623993393	0.0000120535626444	0.0000010575474617	0.0000018225850810	0.0000049921895358	0.0000011020246565	0.0000022435866837	0.0071831414228050	0.0000099774095052	0.0000000716703762	0.9996233513085226	0.0000000035343092
109.0000000000000000	-6.3129351596670222	-0.0000000086803607	0.0000000020288235	0.0000177159719078	0.0000253880478837	0.0000013636486100	0.0000029311073496	0.0000074804793912	0.0000018194209444	0.0000033986640738	0.0041558357648077	0.0000211989833924	0.0000000881000006	0.9991789550548211	0.0000000066865534
110.0000000000000000	-5.2132501730436669	-0.0000000071701209	0.0000000021587456	0.0000249653006462	0.0000358303401514	0.0000013092046331	0.0000032479761428	0.0000081307920135	0.0000017772602615	0.0000036163082627	0.0024560785097867	0.0000299011357185	0.0000000734396845	0.9995171647363107	0.0000000093324042
111.0000000000000000	-0.9242650633713302	0.0000000030521566	0.0000000024670634	0.0000220845656950	0.0000320542099540	0.0000012435497325	0.0000038216175190	0.0000093613596280	0.0000021046695703	0.0000041327991125	-0.0011859755855899	0.0000265990107373	-0.0000000315457921	0.9994421015020232	0.0000000086687973
