Frequency (Hz)	TL (dB)	Intensity Reception (W/m^2)	Intensity Emission (W/m^2)	Front Mic (Pa^2)	Rear Mic (Pa^2)	cDAQ1Mod2/ai0(Pa)^2	cDAQ1Mod2/ai1(Pa)^2	cDAQ1Mod2/ai2(Pa)^2	cDAQ1Mod2/ai3(Pa)^2	MeanEmission (Pa)^2	Phase (Rad)	ReRxy	ImRxy	Coherence	Acoustic Velocity Vb (m/s)^2
100.0000000000000000	2.4698793342343004	0.0000000031888296	0.0000000056314373	0.0000081975655452	0.0000127059288049	0.0000093699340369	0.0000096854395348	0.0000123276564224	0.0000063518719714	0.0000094337254914	-0.0029102166096797	0.0000102027305351	-0.0000000296922397	0.9994134643949965	0.0000000056760427
101.0000000000000000	0.3682324783801492	0.0000000035606561	0.0000000038757279	0.0000098302789122	0.0000152619474805	0.0000061950250801	0.0000060722449768	0.0000099874176597	0.0000037156297793	0.0000064925793740	-0.0027344719628876	0.0000122458375208	-0.0000000334859828	0.9995498037762988	0.0000000067286172
102.0000000000000000	-1.9129248836351986	0.0000000047012014	0.0000000030263306	0.0000068132547488	0.0000105230999333	0.0000053707184124	0.0000048121699288	0.0000080725531053	0.0000020232692832	0.0000050696776824	-0.0052776054007781	0.0000084601822307	-0.0000000446499180	0.9983279030341340	0.0000000044564983
103.0000000000000000	0.2121981972099416	0.0000000023100051	0.0000000024256758	0.0000029235912355	0.0000044989236248	0.0000041936422986	0.0000035607893161	0.0000072006538306	0.0000012987826234	0.0000040634670172	-0.0061186014060979	0.0000036207973487	-0.0000000221544922	0.9967802499167983	0.0000000018413418
104.0000000000000000	4.4446696664952112	0.0000000006378366	0.0000000017749102	0.0000010091550058	0.0000015534609822	0.0000028074386587	0.0000020889200227	0.0000060568261173	0.0000009400601343	0.0000029733112333	-0.0049394453824063	0.0000012504682842	-0.0000000061766700	0.9974651472364153	0.0000000006242586
105.0000000000000000	3.9566928752294950	0.0000000007155911	0.0000000017796485	0.0000011240736847	0.0000017459983649	0.0000025139074157	0.0000022445086861	0.0000062672774927	0.0000008993011343	0.0000029812486822	-0.0050006780649356	0.0000013990503871	-0.0000000069962589	0.9973301742888585	0.0000000007142503
106.0000000000000000	2.0850808655533952	0.0000000011511649	0.0000000018605683	0.0000021232885860	0.0000032773485830	0.0000020302150197	0.0000028280924753	0.0000067458413536	0.0000008630702311	0.0000031168047699	-0.0043120124065759	0.0000026349497755	-0.0000000113620065	0.9977485311793427	0.0000000012817515
107.0000000000000000	7.5462466898163028	-0.0000000002539156	0.0000000014431584	0.0000032005118427	0.0000049495363051	0.0000012648288427	0.0000021329481971	0.0000053769074118	0.0000008955714259	0.0000024175639694	0.0006358316842974	0.0000039787121077	0.0000000025297916	0.9993123483131680	0.0000000019132740
108.0000000000000000	-0.8893665816593443	0.0000000022065050	0.0000000017979113	0.0000062181550854	0.0000096352895332	0.0000014761183255	0.0000024843204589	0.0000066106834522	0.0000014762471508	0.0000030118423468	-0.0028674885271549	0.0000077381550250	-0.0000000221891316	0.9994293617639480	0.0000000036861210
109.0000000000000000	-2.3300329437305125	-0.0000000032631530	0.0000000019082450	0.0000114499573180	0.0000178262562950	0.0000013351037314	0.0000027428292052	0.0000070276606744	0.0000016810956880	0.0000031966723247	0.0023193076558322	0.0000142796127408	0.0000000331188745	0.9990130961080296	0.0000000068251766
110.0000000000000000	-0.8705451120438410	-0.0000000026554298	0.0000000021731030	0.0000151905918581	0.0000236641268345	0.0000012309517172	0.0000032550578516	0.0000083382243352	0.0000017372050543	0.0000036403597395	0.0014350743641722	0.0000189524103496	0.0000000271981369	0.9992280496084803	0.0000000089167407
111.0000000000000000	-1.2451164153718040	0.0000000030931734	0.0000000023221626	0.0000158096227469	0.0000245028268053	0.0000011028955592	0.0000034294475694	0.0000091245901151	0.0000019033177422	0.0000038900627465	-0.0016244889623886	0.0000196798478479	-0.0000000319697237	0.9997857025462730	0.0000000088798881
112.0000000000000000	0.4492379469684853	-0.0000000022354994	0.0000000024791245	0.0000133247970213	0.0000205457582083	0.0000010855860401	0.0000037284474424	0.0000097335757560	0.0000020644058980	0.0000041530037841	0.0014092988362954	0.0000165424880822	0.0000000233133246	0.9995850417523487	0.0000000071608132
113.0000000000000000	5.6688390290181765	-0.0000000011027833	0.0000000040679358	0.0000052978989538	0.0000080119839891	0.0000016578617751	0.0000069467888419	0.0000154211007763	0.0000032325043756	0.0000068145639422	0.0017830203729856	0.0000065076397353	0.0000000116032665	0.9977107272023658	0.0000000025277110
114.0000000000000000	8.7995020648059690	0.0000000008056362	0.0000000061106752	0.0000026110124157	0.0000039285924173	0.0000019852293306	0.0000114325283927	0.0000228550098785	0.0000046733920867	0.0000102365399221	-0.0026751581537076	0.0000031967228656	-0.0000000085517596	0.9962473334392077	0.0000000011914977
115.0000000000000000	9.4080117221379051	0.0000000008300618	0.0000000072428849	0.0000021199645642	0.0000032471064900	0.0000016454532601	0.0000146213171026	0.0000270117850598	0.0000052542678246	0.0000121332058118	-0.0033934792942555	0.0000026192262727	-0.0000000088883242	0.9966115238058337	0.0000000010449948
116.0000000000000000	12.2009038308529423	0.0000000005430105	0.0000000090136072	0.0000035050148218	0.0000054237576147	0.0000013087765691	0.0000195162584676	0.0000332239283506	0.0000063490432594	0.0000150995016617	-0.0013458238790008	0.0000043580216649	-0.0000000058651332	0.9990550622566340	0.0000000017885182
117.0000000000000000	15.4838815109126635	0.0000000004368858	0.0000000154438691	0.0000052550297707	0.0000080500407850	0.0000014200940681	0.0000361031219930	0.0000550382007300	0.0000109242225309	0.0000258714098305	-0.0007331756171776	0.0000064916840052	-0.0000000047595453	0.9961889386818321	0.0000000025038730
118.0000000000000000	9.4331053269747880	0.0000000030078623	0.0000000263978451	0.0000053494223929	0.0000081085798481	0.0000017054083971	0.0000660747613699	0.0000902252173939	0.0000188802018147	0.0000442213972439	-0.0050270203945047	0.0000065741148391	-0.0000000330484878	0.9964003203075360	0.0000000023715455
